[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=199999
YRANGE=0
NAME=D:\UCN2009\A2run367.csv
XTITLE=x
YTITLE=y

[DATA]
39 0 1
715 0 1
1391 0 1
2067 0 1
2743 0 1
3418 0 1
4094 0 1
4770 0 1
5446 0 1
