[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=199999
YRANGE=0
NAME=D:\UCN2009\A2run198.csv
XTITLE=x
YTITLE=y

[DATA]
197 0 1
925 0 1
1653 0 1
2381 0 1
3109 0 1
3837 0 1
4565 0 1
