[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=199999
YRANGE=0
NAME=D:\UCN2009\A2run306.csv
XTITLE=x
YTITLE=y

[DATA]
150 0 1
982 0 1
1814 0 1
2646 0 1
3478 0 1
4309 0 1
5141 0 1
5973 0 1
