[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=199999
YRANGE=0
NAME=D:\UCN2009\A2run292.csv
XTITLE=x
YTITLE=y

[DATA]
11801 0 1
12392 0 1
12393 0 1
18223 0 1
18273 0 1
18274 0 1
18275 0 1
18277 0 2
18279 0 1
