[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=199999
YRANGE=0
NAME=D:\UCN2009\A2run207.csv
XTITLE=x
YTITLE=y

[DATA]
63 0 1
791 0 1
1519 0 1
2247 0 1
2975 0 1
3703 0 1
4431 0 1
5159 0 1
5887 0 1
