[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=107999
YRANGE=0
NAME=D:\UCN2009\main-run181.csv
XTITLE=x
YTITLE=y

[DATA]
21 0 1
52 0 1
118 0 1
126 0 4
127 0 2
128 0 1
131 0 1
132 0 2
133 0 1
139 0 1
141 0 1
143 0 1
144 0 1
147 0 1
148 0 1
151 0 2
154 0 1
155 0 2
156 0 2
158 0 2
159 0 1
160 0 3
164 0 2
167 0 1
169 0 2
170 0 1
172 0 3
175 0 2
176 0 1
177 0 3
179 0 3
188 0 1
190 0 2
191 0 1
192 0 1
194 0 1
195 0 2
197 0 2
198 0 1
199 0 1
204 0 1
206 0 1
207 0 2
208 0 1
210 0 2
211 0 2
213 0 2
215 0 2
216 0 1
221 0 1
222 0 1
225 0 1
228 0 1
231 0 3
232 0 1
235 0 1
238 0 1
241 0 1
246 0 1
247 0 3
249 0 2
250 0 1
252 0 1
253 0 1
257 0 3
259 0 2
260 0 3
261 0 1
263 0 1
264 0 1
265 0 1
267 0 3
271 0 1
272 0 1
276 0 1
277 0 2
279 0 1
282 0 1
285 0 2
288 0 2
290 0 1
291 0 1
293 0 1
295 0 1
296 0 2
298 0 2
299 0 1
300 0 2
301 0 1
302 0 1
305 0 2
306 0 1
307 0 1
308 0 1
311 0 1
312 0 1
313 0 1
314 0 1
315 0 1
317 0 1
318 0 1
319 0 1
324 0 1
331 0 1
339 0 1
380 0 1
464 0 1
507 0 1
512 0 1
513 0 1
519 0 1
523 0 1
524 0 1
525 0 1
530 0 1
532 0 1
723 0 1
724 0 1
781 0 1
862 0 1
866 0 1
867 0 1
870 0 3
872 0 1
875 0 1
877 0 1
878 0 2
880 0 1
881 0 1
882 0 1
883 0 2
894 0 2
895 0 1
898 0 2
901 0 2
905 0 1
906 0 1
907 0 1
910 0 1
912 0 1
913 0 1
914 0 1
915 0 2
918 0 1
924 0 1
925 0 1
931 0 1
933 0 3
935 0 1
936 0 1
937 0 3
939 0 1
940 0 2
943 0 1
945 0 3
947 0 1
950 0 1
953 0 1
955 0 1
956 0 3
957 0 1
958 0 2
960 0 1
961 0 2
963 0 1
964 0 1
965 0 2
968 0 1
969 0 2
974 0 2
976 0 1
977 0 1
978 0 1
980 0 1
982 0 1
985 0 1
986 0 1
989 0 1
990 0 1
992 0 1
993 0 1
994 0 1
995 0 1
996 0 1
999 0 1
1002 0 1
1004 0 2
1005 0 1
1007 0 2
1008 0 1
1009 0 1
1011 0 1
1012 0 1
1013 0 1
1014 0 3
1016 0 1
1018 0 1
1020 0 1
1021 0 1
1023 0 2
1026 0 2
1029 0 1
1031 0 1
1032 0 1
1034 0 1
1036 0 1
1039 0 2
1043 0 2
1047 0 1
1048 0 1
1050 0 2
1052 0 1
1085 0 1
1173 0 1
1232 0 1
1243 0 1
1258 0 1
1370 0 1
1399 0 1
1574 0 1
1585 0 1
1586 0 1
1588 0 1
1592 0 2
1596 0 2
1599 0 1
1600 0 1
1605 0 1
1608 0 1
1610 0 5
1612 0 1
1614 0 1
1615 0 2
1625 0 1
1630 0 1
1631 0 1
1634 0 1
1636 0 1
1637 0 1
1639 0 1
1640 0 3
1641 0 1
1643 0 2
1644 0 1
1645 0 1
1648 0 1
1651 0 1
1654 0 2
1656 0 1
1659 0 1
1660 0 2
1661 0 1
1664 0 1
1667 0 1
1669 0 1
1670 0 1
1673 0 1
1674 0 2
1675 0 1
1678 0 1
1683 0 1
1686 0 1
1689 0 2
1691 0 1
1692 0 1
1693 0 4
1695 0 2
1696 0 2
1698 0 1
1699 0 1
1701 0 1
1709 0 1
1710 0 1
1714 0 1
1715 0 2
1716 0 3
1719 0 1
1721 0 3
1722 0 1
1723 0 1
1724 0 1
1726 0 1
1730 0 1
1735 0 1
1738 0 1
1740 0 2
1746 0 2
1749 0 1
1750 0 1
1753 0 1
1763 0 2
1764 0 1
1767 0 2
1769 0 2
1776 0 1
1781 0 1
1785 0 1
1860 0 1
1963 0 1
1967 0 1
1972 0 1
1979 0 1
1982 0 1
1984 0 1
2005 0 1
2233 0 1
2307 0 1
2314 0 1
2323 0 1
2324 0 1
2325 0 2
2328 0 1
2332 0 1
2333 0 2
2334 0 1
2335 0 1
2336 0 2
2338 0 1
2340 0 2
2343 0 1
2345 0 1
2346 0 1
2347 0 1
2348 0 1
2352 0 1
2353 0 1
2354 0 1
2358 0 1
2359 0 1
2360 0 1
2366 0 1
2368 0 2
2370 0 1
2371 0 2
2373 0 1
2374 0 1
2379 0 2
2380 0 1
2382 0 1
2383 0 1
2384 0 1
2387 0 1
2388 0 1
2389 0 1
2391 0 1
2393 0 1
2395 0 2
2398 0 2
2403 0 2
2404 0 1
2405 0 1
2413 0 1
2414 0 1
2418 0 1
2419 0 1
2420 0 1
2423 0 1
2424 0 1
2426 0 1
2432 0 1
2433 0 3
2435 0 1
2437 0 1
2439 0 2
2440 0 2
2443 0 1
2446 0 1
2448 0 1
2451 0 1
