[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=199999
YRANGE=0
NAME=D:\UCN2009\A2run239.csv
XTITLE=x
YTITLE=y

[DATA]
2 0 1
669 0 1
741 0 1
1032 0 1
1532 0 1
2242 0 1
2622 0 1
2648 0 1
2670 0 1
