[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=199999
YRANGE=0
NAME=D:\UCN2009\GVmon-run322.csv
XTITLE=x
YTITLE=y

[DATA]
0 0 12
1 0 12
2 0 16
3 0 17
4 0 13
5 0 10
6 0 15
7 0 13
8 0 18
9 0 14
10 0 12
11 0 16
12 0 8
13 0 14
14 0 15
15 0 14
16 0 16
17 0 11
18 0 11
19 0 12
20 0 12
21 0 16
22 0 11
23 0 22
24 0 13
25 0 14
26 0 17
27 0 12
28 0 6
29 0 12
30 0 11
31 0 11
32 0 11
33 0 21
34 0 24
35 0 17
36 0 19
37 0 10
38 0 11
39 0 12
40 0 9
41 0 11
42 0 13
43 0 14
44 0 14
45 0 19
46 0 15
47 0 16
48 0 12
49 0 16
50 0 20
51 0 19
52 0 14
53 0 14
54 0 10
55 0 17
56 0 17
57 0 13
58 0 13
59 0 17
60 0 14
61 0 13
62 0 17
63 0 16
64 0 12
65 0 13
66 0 15
67 0 10
68 0 11
69 0 15
70 0 12
71 0 10
72 0 13
73 0 18
74 0 14
75 0 12
76 0 14
77 0 8
78 0 18
79 0 11
80 0 9
81 0 16
82 0 9
83 0 12
84 0 11
85 0 14
86 0 6
87 0 24
88 0 16
89 0 12
90 0 9
91 0 18
92 0 10
93 0 11
94 0 19
95 0 9
96 0 12
97 0 12
98 0 17
99 0 19
100 0 8
101 0 8
102 0 12
103 0 19
104 0 8
105 0 10
106 0 13
107 0 13
108 0 21
109 0 9
110 0 19
111 0 17
112 0 14
113 0 8
114 0 17
115 0 4
116 0 15
117 0 8
118 0 7
119 0 16
120 0 15
121 0 9
122 0 6
123 0 8
124 0 8
125 0 8
126 0 12
127 0 8
128 0 6
129 0 10
130 0 13
131 0 8
132 0 13
133 0 12
134 0 15
135 0 10
136 0 5
137 0 7
138 0 13
139 0 3
140 0 9
141 0 8
142 0 9
143 0 12
144 0 7
145 0 11
146 0 2
147 0 8
148 0 7
149 0 18
150 0 11
151 0 11
152 0 12
153 0 15
154 0 14
155 0 10
156 0 16
157 0 18
158 0 17
159 0 13
160 0 7
161 0 10
162 0 16
163 0 15
164 0 15
165 0 8
166 0 14
167 0 7
168 0 14
169 0 8
170 0 13
171 0 14
172 0 13
173 0 11
174 0 17
175 0 8
176 0 15
177 0 8
178 0 20
179 0 7
180 0 9
181 0 18
182 0 5
183 0 12
184 0 14
185 0 8
186 0 16
187 0 7
188 0 8
189 0 9
190 0 11
191 0 7
192 0 10
193 0 9
194 0 10
195 0 10
196 0 14
197 0 8
198 0 12
199 0 12
200 0 10
201 0 17
202 0 12
203 0 9
204 0 15
205 0 12
206 0 7
207 0 9
208 0 7
209 0 10
210 0 9
211 0 9
212 0 8
213 0 10
214 0 13
215 0 10
216 0 12
217 0 10
218 0 11
219 0 4
220 0 8
221 0 12
222 0 14
223 0 10
224 0 7
225 0 15
226 0 10
227 0 15
228 0 14
229 0 8
230 0 8
231 0 8
232 0 14
233 0 11
234 0 9
235 0 2
236 0 10
237 0 10
238 0 9
239 0 12
240 0 4
241 0 12
242 0 3
243 0 5
244 0 12
245 0 6
246 0 8
247 0 17
248 0 14
249 0 10
250 0 6
251 0 18
252 0 10
253 0 9
254 0 9
255 0 12
256 0 13
257 0 9
258 0 10
259 0 7
260 0 16
261 0 15
262 0 8
263 0 8
264 0 15
265 0 11
266 0 11
267 0 12
268 0 13
269 0 10
270 0 9
271 0 9
272 0 4
273 0 7
274 0 12
275 0 6
276 0 7
277 0 12
278 0 6
279 0 10
280 0 10
281 0 3
282 0 8
283 0 9
284 0 9
285 0 12
286 0 14
287 0 9
288 0 7
289 0 11
290 0 11
291 0 13
292 0 13
293 0 8
294 0 19
295 0 11
296 0 9
297 0 10
298 0 11
299 0 9
300 0 10
301 0 12
302 0 11
303 0 8
304 0 8
305 0 9
306 0 6
307 0 11
308 0 7
309 0 11
310 0 6
311 0 7
312 0 13
313 0 8
314 0 12
315 0 15
316 0 7
317 0 10
318 0 13
319 0 8
320 0 18
321 0 16
322 0 8
323 0 11
324 0 8
325 0 8
326 0 6
327 0 6
328 0 5
329 0 10
330 0 7
331 0 9
332 0 10
333 0 9
334 0 12
335 0 13
336 0 11
337 0 6
338 0 11
339 0 8
340 0 12
341 0 16
342 0 17
343 0 8
344 0 10
345 0 9
