[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=199999
YRANGE=0
NAME=D:\UCN2009\A2run189.csv
XTITLE=x
YTITLE=y

[DATA]
3442 0 1
4170 0 1
4898 0 1
5626 0 1
6354 0 1
7082 0 1
