[DISPLAY]
VER=244
TYPE=1
DATALEN=2
XPARAM=0
YPARAM=1
XRANGE=199999
YRANGE=0
NAME=D:\UCN2009\A2run214.csv
XTITLE=x
YTITLE=y

[DATA]
36 0 1
746 0 1
1456 0 1
2166 0 1
2876 0 1
3586 0 1
4296 0 1
5006 0 1
5717 0 1
6425 0 1
