RUN	LOAD	HOLD	UNLD	PSN	FIELD
---------------------------------------------
314	20	39	30	0	10	
315	20	29	30	0	10	
316	20	19	30	0	250	
317	0	0	0	0	250	
318	20	39	30	0	250	
319	0	0	0	0	0	
320	0	0	0	0	0	
321	0	0	0	0	0	
322	20	19	30	0	250	
323	20	29	30	0	250	
324	20	39	30	0	250	
325	0	0	0	0	0	
326	20	19	30	0	50	
327	20	29	30	0	50	
328	20	39	30	0	50	
329	20	19	30	0	175	
330	20	29	30	0	175	
331	20	38	30	0	175	
332	20	18	30	0	100	
333	20	28	30	0	100	
334	20	38	30	0	100	
335	0	0	0	0	0	
336	0	0	0	0	0	
337	0	0	0	0	0	
338	0	0	0	0	0	
339	0	0	0	0	0	
340	19	19	30	0	10	
341	20	18	30	15	10	
342	20	18	30	15	10	
343	20	7	30	15	10	
344	20	28	30	15	10	
345	19	57	30	15	10	
346	20	13	30	15	10	
347	20	44	30	15	10	
348	0	0	0	0	0	
349	0	0	0	0	0	
350	0	0	0	0	0	
351	0	0	0	0	0	
352	20	19	30	0	10	
353	20	19	30	0	10	
354	20	19	30	0	10	
355	20	19	30	0	100	
356	20	19	30	0	250	
357	20	19	30	0	25	
358	20	19	30	0	175	
359	0	0	0	0	0	
360	20	19	30	0	50	
361	20	19	30	0	25	
362	0	0	0	0	10	
363	20	19	30	0	10	
364	20	14	30	15	10	
365	20	59	30	15	10	
366	20	44	30	15	10	
367	0	0	0	15	10	
368	20	10	30	15	10	
369	20	11	30	15	10	
370	20	12	30	15	10	
371	20	10	30	15	10	
372	20	12	30	15	10	
373	20	13	30	15	10	
374	20	14	30	15	10	
375	20	28	30	15	10	
376	20	44	30	15	10	
377	20	60	30	15	10	
378	20	9	30	15	10	
379	20	19	30	15	10	
380	20	19	30	0	10	
381	20	18	30	0	10	
382	19	19	30	0	25	
383	19	19	30	0	50	
384	19	19	30	0	100	
385	19	19	30	0	175	
386	19	19	30	0	260	
