RUN	LOAD	HOLD	UNLD	PSN	FIELD
---------------------------------------------
70	23	18	30	0	10	
71	23	20	30	0	250	
72	0	0	0	0	250	
73	0	0	0	0	250	
74	21	25	36	0	250	
75	0	0	0	0	0	
76	0	0	0	0	10	
77	0	0	0	0	10	
78	0	0	0	0	0	
79	24	24	30	0	10	
80	0	0	0	0	10	
81	21	39	30	0	10	
82	22	40	30	0	10	
83	21	21	30	0	10	
84	23	16	30	0	10	
85	21	24	30	0	10	
86	0	0	0	0	10	
87	0	0	0	0	10	
88	21	40	30	0	10	
89	22	24	30	0	10	
90	20	38	30	0	10	
91	22	24	30	0	10	
92	20	20	30	0	10	
93	0	0	0	0	0	
94	0	0	0	0	0	
-95	0	0	0	0	250	
96	17	18	30	0	250	
97	18	22	30	0	250	
98	18	18	30	0	250	
99	0	0	0	0	250	
100	18	18	30	0	250	
101	17	18	30	0	250	
102	16	38	30	0	250	
103	18	23	30	0	250		
104	0	0	0	0	0		
105	0	0	0	0	0	
106	0	0	0	0	0	
107	0	0	0	0	0	
108	0	0	0	0	0	
109	0	0	0	15	10	
110	16	23	30	15	10	
111	18	37	30	15	10	
112	16	17	30	15	10	
113	16	20	30	15	10	
114	0	0	0	15	10	
115	0	0	0	0	0	
116	0	0	0	0	0	
117	0	0	0	0	0	
118	0	0	0	0	0	
119	0	0	0	0	0	
120	0	0	0	0	0	
121	0	0	0	0	0	
122	0	0	0	0	0	
123	0	0	0	0	0	
124	0	0	0	0	0	
125	0	0	0	0	0	
126	0	0	0	0	0	
127	0	0	0	0	0	
128	0	0	0	0	0	
129	17	20	30	15	20	
130	18	25	30	15	30	
131	0	0	0	15	30	
132	17	17	30	15	30	
133	17	37	30	15	30	
134	0	0	0	15	30	
135	17	22	30	0	100	
136	16	24	30	0	100	
137	17	23	30	0	100	
138	17	23	30	0	100	
139	17	17	30	0	100	
140	17	18	30	0	100	
141	17	13	30	0	100	
142	17	19	30	0	100	
143	18	17	30	0	10	
144	17	17	30	0	10	
145	17	17	30	0	10	
146	20	20	39	0	10	
147	0	0	0	0	0	
148	0	0	0	0	0	
149	0	0	0	0	0	
150	18	19	30	0	10	
151	18	19	30	0	250	
152	18	19	30	0	250	
153	18	19	30	0	250	
154	18	19	30	0	250	
155	18	23	30	0	250	
156	19	38	30	0	250	
157	19	35	30	0	250	
158	18	38	30	0	250	
159	19	24	30	0	250	
160	0	0	0	0	0	
161	18	19	30	0	250	
162	18	19	30	0	100	
163	18	19	30	0	10	
164	18	18	30	15	10	
165	19	22	30	15	10	
166	19	40	30	15	10	
167	20	28	30	15	10	
168	19	19	30	15	10	
169	19	23	30	15	10	
170	19	38	30	15	10	
171	19	29	30	15	10	
172	0	0	0	0	0	
173	0	0	0	0	0	
174	0	0	0	0	0	
175	0	0	0	0	0	
176	0	0	0	0	0	
177	0	0	0	0	0	
178	0	0	0	0	0	
179	0	0	0	0	0	
180	0	0	0	0	0	
181	19	18	30	0	10	
182	17	17	20	0	10	
183	16	17	20	0	10	
184	0	0	0	0	0	
185	0	0	0	0	0	
186	0	0	0	0	0	
187	0	0	0	0	0	
188	0	0	0	0	0	
189	0	0	0	0	0	
190	0	0	0	0	0	
191	0	0	0	0	0	
192	0	0	0	0	0	
193	0	0	0	0	0	
194	0	0	0	0	0	
195	18	19	30	0	10	
196	18	20	30	0	10	
197	18	18	30	0	10	
198	17	20	30	0	10	
199	0	0	0	0	250	
200	18	20	30	0	250	
201	19	19	30	0	250	
202	0	0	0	0	250	
203	0	0	0	0	250	
204	18	19	30	0	250	
205	20	20	30	0	250	
206	20	20	30	0	250	
207	20	20	30	0	250	
208	0	0	0	0	0	
209	18	19	30	0	250	
210	18	20	30	0	250	
211	0	0	0	0	0	
212	18	20	30	0	100	
213	19	19	30	0	100	
214	18	20	30	0	100	
215	18	20	30	0	100	
216	19	19	30	0	100	
217	0	0	0	0	0	
218	0	0	0	0	0	
219	18	19	30	15	10	
220	18	19	30	15	10	
221	19	24	30	15	10	
222	0	0	0	0	0	
223	19	25	30	15	10	
224	0	0	0	0	0	
225	18	40	30	15	10	
226	19	29	30	15	10	
227	18	30	30	15	10	
228	0	0	0	0	0	
229	0	0	0	0	0	
230	18	27	30	15	10	
231	18	29	30	15	10	
232	18	20	30	15	10	
233	18	19	30	15	10	
234	20	40	30	15	10	
235	19	40	30	15	10	
236	18	41	30	15	10	
237	18	24	30	15	10	
238	0	0	0	0	0	
239	0	0	0	0	0	
240	0	0	0	0	0	
241	0	0	0	0	0	
242	19	19	30	0	10	
243	20	18	30	0	10	
244	19	18	30	0	10	
245	19	19	30	0	10	
246	19	19	30	0	10	
247	20	18	30	0	10	
248	20	18	30	0	10	
249	20	18	30	0	10	
250	20	18	30	0	10	
251	20	18	30	0	10	
252	0	0	0	0	0	
253	0	0	0	0	0	
254	0	0	0	0	0	
255	0	0	0	0	0	
256	0	0	0	0	0	
257	20	19	30	0	10	
258	20	18	30	0	10	
259	0	0	0	0	0	
260	0	0	0	0	0	
261	0	0	0	0	0	
262	20	14	30	15	10
263	0	0	0	0	0	
264	20	40	30	15	10	
265	20	69	30	15	10	
266	20	19	30	15	10	
267	20	24	30	15	10	
268	0	0	0	0	0	
269	20	9	30	15	10	
270	20	29	20	15	10	
271	0	0	0	0	0	
272	0	0	0	0	0	
273	0	0	0	0	0	
274	0	0	0	0	0	
275	20	30	30	15	10	
276	20	40	30	15	10	
277	20	59	30	15	10	
278	20	19	30	15	10	
279	20	25	30	15	10	
280	20	79	30	15	10	
281	20	9	30	15	10	
282	19	14	30	15	10	
283	20	69	30	15	10	
284	0	0	0	0	0	
285	0	0	0	0	0	
286	20	19	30	0	10	
287	20	19	30	0	10	
288	20	19	30	0	100	
289	20	19	30	0	250	
290	20	19	30	0	50	
291	0	0	0	0	0	
292	0	0	0	0	0	
293	0	0	0	0	0	
294	0	0	0	0	0	
295	0	0	0	0	0	
296	0	0	0	0	0	
297	20	19	30	0	25	
298	20	19	30	0	175	
299	20	19	30	0	25	
300	0	0	0	0	0	
301	0	0	0	0	0	
302	0	0	0	0	0	
303	0	0	0	0	0	
304	20	18	30	0	25	
305	0	0	0	0	0	
306	0	0	0	0	0	
307	0	0	0	0	0	
308	0	0	0	0	0	
309	20	19	30	0	25	
310	20	38	30	0	25	
311	20	28	30	0	25	
312	20	19	30	0	25	
313	20	18	30	0	10	
